POINTID,LATITUDE,LATITUDE,DAY,PRECIPITATION,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,RADIATION,WINDSPEED
1064,11.77354011,46.80558304,20060613,0,24.86,15.99,20.45,27355.26,3.86
1064,11.77354011,46.80558304,20060614,0,26.39,18.6,22.51,26530.94,2.4
1064,11.77354011,46.80558304,20060615,0,28.32,20.39,24.33,26459.05,1.47
1064,11.77354011,46.80558304,20060616,0,27.72,20.53,24.13,23810.03,1.82
1064,11.77354011,46.80558304,20060617,0,28.64,20.85,24.73,24627.95,1.31
1064,11.77354011,46.80558304,20060618,0,29.03,21.47,25.27,21786,2.53
1064,11.77354011,46.80558304,20060619,0,31.47,21.9,26.66,14061.59,1.94
1064,11.77354011,46.80558304,20060620,0,30.71,23.41,27.04,26396.35,1.7
1064,11.77354011,46.80558304,20060621,0,31.1,22.89,27.01,23972.6,1.24
1064,11.77354011,46.80558304,20060622,0,32.04,23.96,27.98,19092.63,1.76
1064,11.77354011,46.80558304,20060623,0,30.65,24.88,27.78,25439.12,1.47
1064,11.77354011,46.80558304,20060624,0,29.72,22.41,26.05,25360.05,1.98
1064,11.77354011,46.80558304,20060625,0,30.94,23.31,27.15,25186.05,1.36
1064,11.77354011,46.80558304,20060626,0,35.06,24.27,29.66,24197.66,1.79
1064,11.77354011,46.80558304,20060627,0,32.48,24.88,28.67,24871.1,1.57
1064,11.77354011,46.80558304,20060628,0,32.45,24.87,28.66,23071.99,1.74
1064,11.77354011,46.80558304,20060629,0,36.99,26.29,31.63,22147.72,3.46
1064,11.77354011,46.80558304,20060630,0,31.26,25.47,28.37,23248.49,3.92
1064,11.77354011,46.80558304,20060701,0.4,29.21,24.5,26.87,26441.49,5.56
1064,11.77354011,46.80558304,20060702,0,27.02,21.72,24.37,25701.13,6.93
1064,11.77354011,46.80558304,20060703,0.1,27.16,21.54,24.35,25599.5,6.47
1064,11.77354011,46.80558304,20060704,0.1,26.2,21.25,23.72,25387.39,5.45
1064,11.77354011,46.80558304,20060705,0,27.05,19.98,23.5,24892.25,2.93
1064,11.77354011,46.80558304,20060706,0.2,28.6,20.2,24.38,21729.7,2.47
1064,11.77354011,46.80558304,20060707,1.5,27.04,22.78,24.94,10772.46,2.69
1064,11.77354011,46.80558304,20060708,0.54,26.14,19.86,23,23186.02,3.65
1064,11.77354011,46.80558304,20060709,0,27.49,20.48,23.98,23436.8,3.64
1064,11.77354011,46.80558304,20060710,0,28.36,21.98,25.18,24371.81,4.48
1064,11.77354011,46.80558304,20060711,0.01,28.86,23.41,26.14,24569.56,4.1
1064,11.77354011,46.80558304,20060712,0,29.43,23.23,26.3,25240.97,4.35
1064,11.77354011,46.80558304,20060713,3.85,29.88,23.84,26.82,23770.04,4.81
1064,11.77354011,46.80558304,20060714,0,29.58,22.94,26.27,24739.84,4.11
1064,11.77354011,46.80558304,20060715,0,29.36,23.62,26.48,23000.83,4.95
1064,11.77354011,46.80558304,20060716,0,27.33,22.53,24.9,25904.45,6.17
1064,11.77354011,46.80558304,20060717,0,26.19,21.05,23.6,26552.86,6.26
1064,11.77354011,46.80558304,20060718,0,26.91,20.16,23.52,25180.25,4.76
1064,11.77354011,46.80558304,20060719,0,28.22,20.26,24.24,25518.94,2.64
1064,11.77354011,46.80558304,20060720,0,30.03,22.09,26.07,25549.83,1.48
1064,11.77354011,46.80558304,20060721,0,32.27,23.16,27.7,25543.21,1.09
1064,11.77354011,46.80558304,20060722,0,33,23.75,28.4,25112.39,1.36
1064,11.77354011,46.80558304,20060723,0,32.46,24.4,28.45,23349.75,1.15
1064,11.77354011,46.80558304,20060724,0,31.4,24.36,27.87,23288.12,1.69
1064,11.77354011,46.80558304,20060725,2.15,31.73,23.85,27.79,22709.7,1.48
1064,11.77354011,46.80558304,20060726,0.01,31.62,24.35,27.97,21705.35,1.63
1064,11.77354011,46.80558304,20060727,0,32.1,24.94,28.53,23248.33,1.58
1064,11.77354011,46.80558304,20060728,0.29,32.88,25.11,29.02,20704.25,1.36
1064,11.77354011,46.80558304,20060729,3.57,33.53,25.37,29.43,21126.49,2.74
1064,11.77354011,46.80558304,20060730,0.29,28.73,20.72,24.74,19890.74,3.04
1064,11.77354011,46.80558304,20060731,0,30.98,23.59,27.3,22929.27,3.32
1064,11.77354011,46.80558304,20060801,0,34.1,23.39,28.75,22668.48,2.68
1064,11.77354011,46.80558304,20060802,0.02,31.47,25.29,28.39,22748.76,2.66
1064,11.77354011,46.80558304,20060803,0.16,33.94,23.64,28.79,23081.18,5.11
1064,11.77354011,46.80558304,20060804,8.07,30.11,24.23,27.16,19012.64,4.85
1064,11.77354011,46.80558304,20060805,1.92,26.01,17.62,21.81,22337.56,5.06
1064,11.77354011,46.80558304,20060806,2.73,26.48,19.49,22.97,14722.67,3.19
1064,11.77354011,46.80558304,20060807,0.24,29.45,17.06,23.22,20768.69,1.64
1064,11.77354011,46.80558304,20060808,2.9,28.71,21.2,24.92,18428.73,1.82
1064,11.77354011,46.80558304,20060809,9.64,24.42,19.5,21.95,9691.63,2.83
1064,11.77354011,46.80558304,20060810,1.94,23.32,18.5,20.88,12527.94,6.07
1064,11.77354011,46.80558304,20060811,2.69,27.42,19.18,23.29,19773.42,2.99
1064,11.77354011,46.80558304,20060812,1.14,28.98,19.74,24.38,18977.73,4.79
1064,11.77354011,46.80558304,20060813,3.74,27.23,20.26,23.76,12057.37,3.17
1064,11.77354011,46.80558304,20060814,0,28.14,18.84,23.47,18280.91,3.04
1064,11.77354011,46.80558304,20060815,0,28.05,19.81,23.92,22922.35,2.84
1064,11.77354011,46.80558304,20060816,0,32.56,20.03,26.28,21883.05,3.27
1064,11.77354011,46.80558304,20060817,0,30.7,24.22,27.45,19657.89,1.77
1064,11.77354011,46.80558304,20060818,0,33.64,23.19,28.43,18911.38,3.3
1064,11.77354011,46.80558304,20060819,0,30.43,23.59,27.02,19973.49,1.62
1064,11.77354011,46.80558304,20060820,0.18,30.79,24.04,27.43,16788.46,2.12
1064,11.77354011,46.80558304,20060821,0.05,29.26,23,26.1,13987.15,4.76
1064,11.77354011,46.80558304,20060822,0,27.87,20.98,24.4,21752.17,2.61
1064,11.77354011,46.80558304,20060823,0,28.85,21.22,25.03,20802.39,1.19
1064,11.77354011,46.80558304,20060824,0,29.01,21.3,25.14,20654.68,1.36
1064,11.77354011,46.80558304,20060825,0.1,29.29,22.84,26.09,13610.71,2.62
1064,11.77354011,46.80558304,20060826,0.42,26.68,20.31,23.5,18508.79,3.17
1064,11.77354011,46.80558304,20060827,3.43,27.5,19.69,23.61,19399.95,3
1064,11.77354011,46.80558304,20060828,0.03,26.07,17.93,21.97,19313.75,5.16
1064,11.77354011,46.80558304,20060829,0,28.17,21.53,24.83,14816.81,4.66
1064,11.77354011,46.80558304,20060830,0.57,24.22,21.68,22.97,10986.3,6.78
1064,11.77354011,46.80558304,20060831,0,24.35,15.45,19.9,20736.22,3.33
1064,11.77354011,46.80558304,20060901,0,24.76,16.73,20.73,20022.36,2.1
1064,11.77354011,46.80558304,20060902,0,26.72,17.46,22.07,19515.53,2.19
1064,11.77354011,46.80558304,20060903,0,27.77,18.79,23.29,19549.71,1.13
1064,11.77354011,46.80558304,20060904,0,29.72,20.03,24.88,19157.75,1.32
1064,11.77354011,46.80558304,20060905,0,30.11,22.02,26.07,19820.7,1.74
1064,11.77354011,46.80558304,20060906,0,29.9,22.01,25.94,19477.42,1.43
1064,11.77354011,46.80558304,20060907,0,30.41,21.68,26.03,19404.46,2.14
1064,11.77354011,46.80558304,20060908,0.2,29.45,22.67,26.06,16446.7,2.53
1064,11.77354011,46.80558304,20060909,0,24.71,22.01,23.35,11521.68,5.66
1064,11.77354011,46.80558304,20060910,0,25.4,18.84,22.14,18699.11,4.25
1064,11.77354011,46.80558304,20060911,0,25.92,18.76,22.32,17684.22,3.01
1064,11.77354011,46.80558304,20060912,0.17,25.75,18.57,22.18,17490.38,2.53
1064,11.77354011,46.80558304,20060913,0,26.46,19.37,22.94,17526.76,2.24
1064,11.77354011,46.80558304,20060914,0.27,27.33,18.59,22.96,14854.42,4.24
1064,11.77354011,46.80558304,20060915,2.45,27.88,21.65,24.75,7937.85,3.9
1064,11.77354011,46.80558304,20060916,3.97,24.23,20.43,22.33,8503.3,3.98
1064,11.77354011,46.80558304,20060917,1.53,25.64,18.56,22.11,12788.01,3.49
1064,11.77354011,46.80558304,20060918,8.37,25.12,18.75,21.93,13200.1,2.17
1064,11.77354011,46.80558304,20060919,1.55,25.02,17.79,21.39,17577.97,3.22
1064,11.77354011,46.80558304,20060920,0,24.98,18.61,21.83,17246.03,4.97
1064,11.77354011,46.80558304,20060921,0,25.05,18.45,21.73,17280.22,3.66
1064,11.77354011,46.80558304,20060922,0,25.22,18.16,21.66,16463.81,3.06
1064,11.77354011,46.80558304,20060923,0.1,24.81,18.83,21.81,13815.5,4.06
1064,11.77354011,46.80558304,20060924,0,24.79,17.35,21.1,16829.27,2.81
1064,11.77354011,46.80558304,20060925,8.21,23.58,16.68,20.17,9368.28,4.37
1064,11.77354011,46.80558304,20060926,46.07,20.85,17.27,19.06,2304.22,4.76
1064,11.77354011,46.80558304,20060927,3.58,23.39,17.58,20.47,12491.66,5.4
1064,11.77354011,46.80558304,20060928,0.1,23.95,18.52,21.24,15566.44,5.07
1064,11.77354011,46.80558304,20060929,0,24.96,18.02,21.49,15509.32,1.97
1064,11.77354011,46.80558304,20060930,0,25.61,18.79,22.21,15017.05,0.99
1064,11.77354011,46.80558304,20061001,0,25.56,18.43,21.99,15058.37,1.46
1064,11.77354011,46.80558304,20061002,0,25.94,18.87,22.42,15438.29,0.98
1064,11.77354011,46.80558304,20061003,0,30.23,18.52,24.36,14664.18,3.36
1064,11.77354011,46.80558304,20061004,1.19,28.45,24.65,26.54,6968.65,4.63
1064,11.77354011,46.80558304,20061005,0.35,23.64,20.36,21.98,7649.61,3.08
1064,11.77354011,46.80558304,20061006,0.12,22.08,16.68,19.35,14192.96,5.15
1064,11.77354011,46.80558304,20061007,0.04,23.63,16.14,19.91,14488.34,2.73
1064,11.77354011,46.80558304,20061008,0.08,22.27,16.55,19.41,13163.06,7.07
1064,11.77354011,46.80558304,20061009,0,21.63,16,18.83,12351.13,5.99
1064,11.77354011,46.80558304,20061010,0,22.05,15.92,18.97,13161.61,4.58
1064,11.77354011,46.80558304,20061011,0,22.52,15.65,19.07,12765.52,2.44
1064,11.77354011,46.80558304,20061012,0,22.28,16,19.15,13192.93,2.55
1064,11.77354011,46.80558304,20061013,0,21.83,15.92,18.9,11707.82,2.91
1064,11.77354011,46.80558304,20061014,1.31,21.16,15.92,18.54,11480.99,2.5
1064,11.77354011,46.80558304,20061015,0.37,20.65,15.87,18.28,8353.77,3.62
1064,11.77354011,46.80558304,20061016,0,19.62,15.04,17.34,11200.33,6.01
1064,11.77354011,46.80558304,20061017,0,18.59,14.29,16.43,11612.46,3.7
1064,11.77354011,46.80558304,20061018,0,19.81,11.28,15.55,12419.25,2.77
1064,11.77354011,46.80558304,20061019,0.09,19.89,11.17,15.54,12622.89,3.55
1064,11.77354011,46.80558304,20061020,0.15,20.97,14.26,17.61,9887.44,2.73
1064,11.77354011,46.80558304,20061021,0.02,21.68,16.33,19.02,8590.76,1.71
1064,11.77354011,46.80558304,20061022,0.11,21.19,16.92,19.05,8202.71,1.64
1064,11.77354011,46.80558304,20061023,0,22.88,16.11,19.5,11873.3,2.63
1064,11.77354011,46.80558304,20061024,0,26.85,17.56,22.23,7712.36,4.21
1064,11.77354011,46.80558304,20061025,0.02,24.44,19.24,21.82,9795.59,1.85
1064,11.77354011,46.80558304,20061026,0,22.22,16.32,19.27,7683.65,0.74
1064,11.77354011,46.80558304,20061027,0.02,20.31,15.87,18.12,6684.21,2.05
1064,11.77354011,46.80558304,20061028,0.08,20.06,15.09,17.56,7460.59,3.34
1064,11.77354011,46.80558304,20061029,0.02,22.21,15.87,19.02,10008.58,2.5
1064,11.77354011,46.80558304,20061030,0.12,19.6,15.63,17.64,10138.42,7.92
1064,11.77354011,46.80558304,20061031,0,19.81,12.15,16.01,10836.57,3.23
1064,11.77354011,46.80558304,20061101,5.15,21.61,11.52,16.58,7826.34,2.21
1064,11.77354011,46.80558304,20061102,0.6,13.73,11.62,12.67,3812.25,9.27
1064,11.77354011,46.80558304,20061103,2.38,12.01,5.71,8.89,10477.66,5
1064,11.77354011,46.80558304,20061104,0.02,11.56,4.33,7.97,10469.06,4.09
1064,11.77354011,46.80558304,20061105,0,16.24,6.53,11.4,9177.38,3.2
1064,11.77354011,46.80558304,20061106,0,19.31,11.15,15.22,9646.75,2.77
1064,11.77354011,46.80558304,20061107,0,19.92,10.98,15.45,10801.11,1.59
1064,11.77354011,46.80558304,20061108,0,19.44,8.81,14.15,10678.93,1.88
1064,11.77354011,46.80558304,20061109,0,19.83,11.22,15.52,10578.05,1.56
1064,11.77354011,46.80558304,20061110,2.63,18.01,13.65,15.82,4604.31,5.12
1064,11.77354011,46.80558304,20061111,0,15.51,8.54,12.03,9800.69,2.96
1064,11.77354011,46.80558304,20061112,2.68,18.48,10.05,14.26,5389.79,2.62
1064,11.77354011,46.80558304,20061113,0,17.73,11.92,14.84,9182,3.28
1064,11.77354011,46.80558304,20061114,0,19.22,8.71,14,9353.06,2.59
1064,11.77354011,46.80558304,20061115,0,19.44,11.38,15.41,9499.06,1.24
1064,11.77354011,46.80558304,20061116,0,19.35,11.33,15.34,9004.04,1.87
1064,11.77354011,46.80558304,20061117,0,20.27,12.99,16.61,8863.53,2.22
1064,11.77354011,46.80558304,20061118,0,19.38,12.9,16.12,7450.61,1.89
1064,11.77354011,46.80558304,20061119,0,18.93,13.12,16.06,7991.1,2.19
1064,11.77354011,46.80558304,20061120,0.11,19.79,11.86,15.82,8478.65,2.36
1064,11.77354011,46.80558304,20061121,0.49,18.06,13.15,15.6,7618.35,2.83
1064,11.77354011,46.80558304,20061122,11.19,15.69,12.47,14.11,7574.25,4.8
1064,11.77354011,46.80558304,20061123,0.13,15.79,10.22,13,7108.8,4.45
1064,11.77354011,46.80558304,20061124,0,17.79,9.51,13.62,8397.11,2.19
1064,11.77354011,46.80558304,20061125,0.02,19.45,11.27,15.35,8712.65,2.24
1064,11.77354011,46.80558304,20061126,0,16.28,12.35,14.3,4243.25,0.85
1064,11.77354011,46.80558304,20061127,0,16.83,11.3,14.07,7600.57,1.5
1064,11.77354011,46.80558304,20061128,0,16.58,10.91,13.77,7612.18,2.82
1064,11.77354011,46.80558304,20061129,0,16.29,10.57,13.42,6544.95,3.86
1064,11.77354011,46.80558304,20061130,0,15.47,11.83,13.68,6228.84,5.94
1064,11.77354011,46.80558304,20061201,0,15.11,10.43,12.8,7082.51,2.74
1064,11.77354011,46.80558304,20061202,0,15.12,10.23,12.68,5830.86,1.63
1064,11.77354011,46.80558304,20061203,0,16.46,9.05,12.74,7472.8,1.9
1064,11.77354011,46.80558304,20061204,0.14,18.39,10.62,14.53,7717.56,2.3
1064,11.77354011,46.80558304,20061205,0,18.39,13.06,15.75,6496.32,1.82
1064,11.77354011,46.80558304,20061206,0,19.37,11.01,15.19,7365.88,1.86
1064,11.77354011,46.80558304,20061207,0,17.89,11.21,14.54,6849.18,1.7
1064,11.77354011,46.80558304,20061208,0.13,19.18,11.22,15.2,6962.06,4.49
1064,11.77354011,46.80558304,20061209,0.82,18.22,12.14,15.18,4034.69,5.57
1064,11.77354011,46.80558304,20061210,2.82,16.53,12.16,14.35,6243.62,2.59
1064,11.77354011,46.80558304,20061211,3.33,12.03,10.26,11.15,2634.19,4.76
1064,11.77354011,46.80558304,20061212,0,12.94,7.92,10.42,6858.88,6.11
1064,11.77354011,46.80558304,20061213,0,13.5,7.45,10.48,6023.43,3.08
1064,11.77354011,46.80558304,20061214,0,12.34,8.99,10.64,4075.62,2.89
1064,11.77354011,46.80558304,20061215,0,15.38,9.17,12.28,5764.06,1.62
1064,11.77354011,46.80558304,20061216,0,13.66,9.4,11.53,6531.79,2
1064,11.77354011,46.80558304,20061217,6.85,12.86,9,10.91,3927.87,1.32
1064,11.77354011,46.80558304,20061218,7.85,13.77,10.17,11.95,4362.79,3.58
1064,11.77354011,46.80558304,20061219,1.17,10.67,9.06,9.87,2691.41,7.74
1064,11.77354011,46.80558304,20061220,0,8.79,7.34,8.06,3288.66,5.67
1064,11.77354011,46.80558304,20061221,2.38,9.23,6.96,8.08,2178.09,5.04
1064,11.77354011,46.80558304,20061222,0.1,10.35,7.01,8.65,2305.69,5.2
1064,11.77354011,46.80558304,20061223,0.01,11.37,6.76,9.07,6074.94,4.5
1064,11.77354011,46.80558304,20061224,0,10.87,5.86,8.37,6736.68,4.57
1064,11.77354011,46.80558304,20061225,0,12.84,6.39,9.62,5819.62,6.46
1064,11.77354011,46.80558304,20061226,0,11.1,8.2,9.65,3911.29,5.54
1064,11.77354011,46.80558304,20061227,0,11.95,6.77,9.35,3946.32,2.62
1064,11.77354011,46.80558304,20061228,0,11.71,5.2,8.44,6821.08,1.19
1064,11.77354011,46.80558304,20061229,0,11.6,6.31,8.98,4405.58,2.09
1064,11.77354011,46.80558304,20061230,0,13.28,7.11,10.23,6680.87,2.61
1064,11.77354011,46.80558304,20061231,0,15.7,7.18,11.44,6323,1.54
1064,11.77354011,46.80558304,20070101,0,16.91,8.4,12.67,4791.55,3.64
1064,11.77354011,46.80558304,20070102,2.32,15.96,13.64,14.8,5345.8,8.95
1064,11.77354011,46.80558304,20070103,0.39,11.46,6.48,8.95,5373.73,10.89
1064,11.77354011,46.80558304,20070104,0.99,12.54,6.7,9.65,7034.96,3.38
1064,11.77354011,46.80558304,20070105,0.27,10.54,9.07,9.82,3196.32,3.08
1064,11.77354011,46.80558304,20070106,0,15.84,7.09,11.48,7655.64,2.44
1064,11.77354011,46.80558304,20070107,0.03,15.33,8.15,11.74,7294.15,2.18
1064,11.77354011,46.80558304,20070108,0.04,17.25,10.59,13.9,5810.37,1.95
1064,11.77354011,46.80558304,20070109,0.1,14.92,9.42,12.16,7109.78,2.54
1064,11.77354011,46.80558304,20070110,0,14.17,8.19,11.16,7141.29,1.04
1064,11.77354011,46.80558304,20070111,0,15.91,7.6,11.75,7783.92,2.43
1064,11.77354011,46.80558304,20070112,0,15.25,10.46,12.83,7782.94,2.67
1064,11.77354011,46.80558304,20070113,0,17.9,9.34,13.61,8309.91,2.19
1064,11.77354011,46.80558304,20070114,0,11.8,5.36,8.58,5970.37,2.84
1064,11.77354011,46.80558304,20070115,0,12.9,9.23,11.05,6799.01,3.22
1064,11.77354011,46.80558304,20070116,0,13.08,7.77,10.41,8096.77,2.19
1064,11.77354011,46.80558304,20070117,1.33,16.55,8.88,12.72,5846.83,2.21
1064,11.77354011,46.80558304,20070118,0,15.35,9.77,12.54,8215.63,3.39
1064,11.77354011,46.80558304,20070119,0,20.25,13.5,16.87,8202.67,3.43
1064,11.77354011,46.80558304,20070120,0,23.27,12.42,17.85,8662.26,2.5
1064,11.77354011,46.80558304,20070121,0,18.88,10.26,14.57,8382.23,2.81
1064,11.77354011,46.80558304,20070122,0,17.03,10.29,13.65,9225.96,2.47
1064,11.77354011,46.80558304,20070123,3.25,16.93,11,13.97,3374.01,5.87
1064,11.77354011,46.80558304,20070124,1.05,12.08,8.49,10.28,6958.9,6.71
1064,11.77354011,46.80558304,20070125,0,12.73,7.03,9.89,8828.59,4.75
1064,11.77354011,46.80558304,20070126,1.18,10.74,5.9,8.32,6896.98,2.56
1064,11.77354011,46.80558304,20070127,0.72,8.52,5.56,7.02,6513.91,6.56
1064,11.77354011,46.80558304,20070128,0,12.66,4.83,8.73,9904.07,4.36
1064,11.77354011,46.80558304,20070129,0,14.83,8.03,11.43,9392.44,2.3
1064,11.77354011,46.80558304,20070130,0,14.71,6.98,10.84,9731.84,1.54
1064,11.77354011,46.80558304,20070131,0,14.35,6.67,10.51,9766.24,0.98
1064,11.77354011,46.80558304,20070201,0,14.54,6.78,10.64,9545.83,2.77
1064,11.77354011,46.80558304,20070202,0,11.95,8.36,10.19,8516.08,5.51
1064,11.77354011,46.80558304,20070203,0.08,14.19,6.53,10.38,10468.23,4.83
1064,11.77354011,46.80558304,20070204,0,10.98,7.65,9.31,9658.07,10.31
1064,11.77354011,46.80558304,20070205,0,14.45,6.46,10.48,10673.46,3.71
1064,11.77354011,46.80558304,20070206,2,15.43,6.53,10.95,10369.4,3.29
1064,11.77354011,46.80558304,20070207,0.07,17.07,8.65,12.88,9999.92,3.72
1064,11.77354011,46.80558304,20070208,0.11,16.91,11.44,14.14,9664.45,3.85
1064,11.77354011,46.80558304,20070209,9.41,13.84,11.02,12.42,2832.56,3.64
1064,11.77354011,46.80558304,20070210,4.59,11.13,8.89,10.01,2636.5,3.32
1064,11.77354011,46.80558304,20070211,0.17,12.82,9.61,11.2,5346.33,3.46
1064,11.77354011,46.80558304,20070212,1.1,16.5,8.11,12.29,6138.47,3.05
1064,11.77354011,46.80558304,20070213,3.85,13.14,11.76,12.46,4887.05,7.98
1064,11.77354011,46.80558304,20070214,0,17.86,9.8,13.84,11487.31,3.5
1064,11.77354011,46.80558304,20070215,3.41,13.42,9.41,11.38,6808.06,4.53
1064,11.77354011,46.80558304,20070216,0.21,13.16,9.7,11.42,8095.69,7.1
1064,11.77354011,46.80558304,20070217,0,12.5,7.47,10.02,10540.82,4.45
1064,11.77354011,46.80558304,20070218,2.09,12.12,7.59,9.85,7257.7,2.57
1064,11.77354011,46.80558304,20070219,7.71,11.83,8.38,10.1,7608.68,3.63
1064,11.77354011,46.80558304,20070220,1.6,10.94,8.69,9.82,2663.5,5.36
1064,11.77354011,46.80558304,20070221,0.94,13.47,9.56,11.54,8018.31,1.46
1064,11.77354011,46.80558304,20070222,0.57,15.85,10.02,12.92,11627.16,2.25
1064,11.77354011,46.80558304,20070223,0.14,14.49,10.5,12.49,8464.21,3.68
1064,11.77354011,46.80558304,20070224,0,15.18,9.59,12.34,11516.28,1.95
1064,11.77354011,46.80558304,20070225,0.63,17.41,9.99,13.71,12637.22,3.06
1064,11.77354011,46.80558304,20070226,4.86,14.8,11.45,13.14,3986.99,4.63
1064,11.77354011,46.80558304,20070227,0,14.43,9.28,11.86,14455.95,6.52
1064,11.77354011,46.80558304,20070228,0,19.63,9,14.31,10737.65,4.63
1064,11.77354011,46.80558304,20070301,0,19.97,14.54,17.26,11426.74,5.43
1064,11.77354011,46.80558304,20070302,0,20.95,14.93,17.93,14738.24,6.05
1064,11.77354011,46.80558304,20070303,0,22.16,13.45,17.83,12723.18,3.74
1064,11.77354011,46.80558304,20070304,0,18.95,14.56,16.78,14834.27,2.65
1064,11.77354011,46.80558304,20070305,0,17.95,8.75,13.33,14264.41,3.21
1064,11.77354011,46.80558304,20070306,0.69,18.73,11.03,14.88,14205.68,3.19
1064,11.77354011,46.80558304,20070307,4.11,17.33,12.57,14.96,6649.33,4.72
1064,11.77354011,46.80558304,20070308,3.05,15.99,10.79,13.36,10398.61,3.25
1064,11.77354011,46.80558304,20070309,1.24,14.13,11.04,12.57,5451.67,6.89
1064,11.77354011,46.80558304,20070310,0.12,12.28,10.28,11.29,3693.49,7.11
1064,11.77354011,46.80558304,20070311,0.33,13.22,10.19,11.67,7037.42,6.83
1064,11.77354011,46.80558304,20070312,0,15.27,9.79,12.54,14170.07,5.01
1064,11.77354011,46.80558304,20070313,0,15.93,9.43,12.69,16862.25,4.85
1064,11.77354011,46.80558304,20070314,0,16.62,10.74,13.69,15558.05,4.14
1064,11.77354011,46.80558304,20070315,0,16.85,11.76,14.33,17178.28,4.68
1064,11.77354011,46.80558304,20070316,0,18.45,11.63,15.03,16375.41,2.95
1064,11.77354011,46.80558304,20070317,0,19.1,10.58,14.85,17554.61,1.79
1064,11.77354011,46.80558304,20070318,0,20.02,13.02,16.51,15859.89,3.57
1064,11.77354011,46.80558304,20070319,3.41,18.75,13.79,16.24,14705.13,7.12
1064,11.77354011,46.80558304,20070320,0.64,13.52,8.83,11.17,14102.89,6.46
1064,11.77354011,46.80558304,20070321,0.94,11.25,5.68,8.48,10858.53,4.06
1064,11.77354011,46.80558304,20070322,6.22,10.03,5.36,7.68,12582.58,5.99
1064,11.77354011,46.80558304,20070323,0.3,11.84,5.73,8.8,13495.83,8.45
1064,11.77354011,46.80558304,20070324,2.08,14.17,6.76,10.47,11801.37,3.21
1064,11.77354011,46.80558304,20070325,1.65,13.57,7,10.29,8791.01,3.42
1064,11.77354011,46.80558304,20070326,2.94,14.09,8.22,11.16,16454.37,2.61
1064,11.77354011,46.80558304,20070327,3.58,12.67,8.16,10.39,10549.68,2.91
1064,11.77354011,46.80558304,20070328,0.23,14.66,6.54,10.6,18321.67,2
1064,11.77354011,46.80558304,20070329,2.3,13.1,9.79,11.41,8350.36,3.37
1064,11.77354011,46.80558304,20070330,7.21,12.76,10.69,11.7,4488.03,3.67
1064,11.77354011,46.80558304,20070331,0.23,15.62,10.63,13.12,16832.47,4.14
1064,11.77354011,46.80558304,20070401,0,16.97,9.62,13.29,19683.56,0.88
1064,11.77354011,46.80558304,20070402,0,17.13,9.79,13.46,19381.01,1.81
1064,11.77354011,46.80558304,20070403,4.38,15.18,9.88,12.51,17362.24,2.86
1064,11.77354011,46.80558304,20070404,12.06,12.95,11.12,12.05,7171.22,4.16
1064,11.77354011,46.80558304,20070405,0.57,14.87,10.71,12.77,15121.97,5.11
1064,11.77354011,46.80558304,20070406,0,16.71,9.58,13.17,19217.33,2.6
1064,11.77354011,46.80558304,20070407,0,18.67,10.21,14.41,18669.59,1.59
1064,11.77354011,46.80558304,20070408,0.01,19.15,10.58,14.9,19132.84,1.51
1064,11.77354011,46.80558304,20070409,0,19.84,11.29,15.54,21409.07,1.63
1064,11.77354011,46.80558304,20070410,0,20.92,12.79,16.83,20771.28,1.48
1064,11.77354011,46.80558304,20070411,0,20.96,13.21,17.1,21656.09,1.61
1064,11.77354011,46.80558304,20070412,0,20.63,13.74,17.23,21263.54,1.83
1064,11.77354011,46.80558304,20070413,0,20.02,12.6,16.28,20363.27,1.76
1064,11.77354011,46.80558304,20070414,0.06,18.2,11.5,14.85,15294.16,1.38
1064,11.77354011,46.80558304,20070415,0,20.55,12.92,16.75,19351.58,2.35
1064,11.77354011,46.80558304,20070416,0,21.19,14.18,17.71,21945.04,4.72
1064,11.77354011,46.80558304,20070417,0,19.87,13.26,16.55,20606.8,3.8
1064,11.77354011,46.80558304,20070418,0,21.31,10,15.63,22824.2,2.03
1064,11.77354011,46.80558304,20070419,0,20.34,14.18,17.24,21582.48,1.54
1064,11.77354011,46.80558304,20070420,0.17,20.68,13.57,17.12,20424.73,1.13
1064,11.77354011,46.80558304,20070421,0,21.15,13.28,17.2,22232.74,1.2
1064,11.77354011,46.80558304,20070422,0,22.35,14.15,18.26,22831.67,1.43
1064,11.77354011,46.80558304,20070423,0.03,23.55,14.95,19.25,22317.12,1.03
1064,11.77354011,46.80558304,20070424,0.32,24.79,16.34,20.57,22730.85,0.97
1064,11.77354011,46.80558304,20070425,0.9,22.8,16.41,19.6,20040.09,2.04
1064,11.77354011,46.80558304,20070426,2.66,19.65,13.28,16.46,14712.36,2.37
1064,11.77354011,46.80558304,20070427,2.38,19.75,14.78,17.23,16411.43,2.17
1064,11.77354011,46.80558304,20070428,0.02,21.69,12.5,17.12,22405.92,1.07
1064,11.77354011,46.80558304,20070429,0,23.05,13.99,18.54,23131.74,1.1
1064,11.77354011,46.80558304,20070430,0.77,21.77,15.14,18.46,12044.51,1.76
1064,11.77354011,46.80558304,20070501,1.38,21.13,14.68,17.89,16110.18,1.47
1064,11.77354011,46.80558304,20070502,1.27,22.08,13.89,17.97,18385.86,2.88
1064,11.77354011,46.80558304,20070503,3.4,22.04,15.21,18.62,12576.56,2
